bank,meeting_date,meeting_id,current_decision,current_rate_change_bps,current_policy_rate_after,current_confidence,extraction_method,needs_review,review_reason,qc_priority,suggested_decision,suggested_rate_change_bps,suggested_policy_rate_after,suggested_confidence,suggestion_reason,matched_pattern,matched_excerpt,source_title,source_url,notes
NORGES_BANK,2024-06-01,NORGES_BANK_2024_06_B,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Pengepolitisk rapport 2/2024,,text file missing: data\NORGES_BANK\Monetary Policy\2024-06-01 - Pengepolitisk rapport 2_2024.txt
NORGES_BANK,2024-06-01,NORGES_BANK_2024_06_C,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Pengepolitisk rapport 3/2024,,text file missing: data\NORGES_BANK\Monetary Policy\2024-06-01 - Pengepolitisk rapport 3_2024.txt
NORGES_BANK,2025-06-01,NORGES_BANK_2025_06_A,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Pengepolitisk rapport 1/2025,,text file missing: data\NORGES_BANK\Monetary Policy\2025-06-01 - Pengepolitisk rapport 1_2025.txt
NORGES_BANK,2025-06-01,NORGES_BANK_2025_06_B,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Pengepolitisk rapport 2/2025,,text file missing: data\NORGES_BANK\Monetary Policy\2025-06-01 - Pengepolitisk rapport 2_2025.txt
NORGES_BANK,2025-06-01,NORGES_BANK_2025_06_C,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Pengepolitisk rapport 3/2025,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2025/pengepolitisk-rapport-32025/,
NORGES_BANK,2026-06-01,NORGES_BANK_2026_06,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Pengepolitisk rapport 1/2026,,text file missing: data\NORGES_BANK\Monetary Policy\2026-06-01 - Pengepolitisk rapport 1_2026.txt
RIKSBANK,2022-06-01,RIKSBANK_2022_06_A,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,hike,,,0.75,strong hike keyword,\bdecided\s+to\s+(?:increase|raise)\b,"TEXT START ==== Monetary Policy Report, April 2022 Inflation has risen to the highest level since the 1990s and will be high for some time. To counteract the high inflation from becoming entrenched in price and wage-setting, the Executive Board has decided to raise the repo rate from zero to 0.25 per cent. The Board's forecast is that the repo rate will be raised gradually going forward and that it will be somewhat below 2 per cent in three years' time. The Executive Board has also decided to reduce the pace o",Monetary Policy Report April 2022,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2022/monetary-policy-report-april-2022/,
RIKSBANK,2022-06-01,RIKSBANK_2022_06_C,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,hike,,,0.75,strong hike keyword,\bdecided\s+to\s+(?:increase|raise)\b,"has continued to rise rapidly and price increases are spreading through the economy. To ensure that inflation returns to the target and to counteract the high inflation becoming entrenched in price setting and wage formation, the Executive Board has decided to raise the policy rate from 0.25 per cent to 0.75 per cent. The Executive Board's forecast is that the policy rate will be raised further and that it will be close to 2 per cent at the start of next year. The Executive Board has also decided that, in the s",Monetary Policy Report June 2022,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2022/monetary-policy-report-june-2022/,
RIKSBANK,2022-06-01,RIKSBANK_2022_06_D,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,hike,,,0.75,strong hike keyword,\bdecided\s+to\s+(?:increase|raise)\b,"s still far too high. The high inflation undermines purchasing power for many people and makes it more difficult for households and companies to plan their finances. To bring down inflation and safeguard the inflation target, the Executive Board has decided to raise the policy rate by 0.75 percentage points to 2.5 per cent. The forecast shows that the policy rate will probably be raised further at the beginning of next year and then be just below 3 per cent. It is still difficult to assess how inflation will de",Monetary Policy Report November 2022,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2022/monetary-policy-report-november-2022/,
RIKSBANK,2022-06-01,RIKSBANK_2022_06_E,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Ingves At The Riksdag Committee On Finance Hearing Regarding Account Of Monetary Policy 2021,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2022/ingves-at-the-riksdag-committee-on-finance-hearing-regarding-account-of-monetary-policy-2021/,
RIKSBANK,2024-06-01,RIKSBANK_2024_06_A,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary Policy Decision August 2024,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2024/monetary-policy-decision-august-2024/,
RIKSBANK,2024-06-01,RIKSBANK_2024_06_F,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary Policy Decision May 2024,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2024/monetary-policy-decision-may-2024/,
RIKSBANK,2025-06-01,RIKSBANK_2025_06_A,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary Policy Decision August 2025,,text file missing: data\RIKSBANK\Monetary Policy\2025-06-01 - Monetary Policy Decision August 2025.txt
RIKSBANK,2025-06-01,RIKSBANK_2025_06_B,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary Policy Decision December 2025,,text file missing: data\RIKSBANK\Monetary Policy\2025-06-01 - Monetary Policy Decision December 2025.txt
RIKSBANK,2025-06-01,RIKSBANK_2025_06_C,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary Policy Decision January 2025,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2025/monetary-policy-decision-january-2025/,
RIKSBANK,2025-06-01,RIKSBANK_2025_06_D,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary Policy Decision June 2025,,text file missing: data\RIKSBANK\Monetary Policy\2025-06-01 - Monetary Policy Decision June 2025.txt
RIKSBANK,2025-06-01,RIKSBANK_2025_06_E,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary Policy Decision March 2025,,text file missing: data\RIKSBANK\Monetary Policy\2025-06-01 - Monetary Policy Decision March 2025.txt
RIKSBANK,2025-06-01,RIKSBANK_2025_06_F,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary Policy Decision May 2025,,text file missing: data\RIKSBANK\Monetary Policy\2025-06-01 - Monetary Policy Decision May 2025.txt
RIKSBANK,2025-06-01,RIKSBANK_2025_06_G,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary Policy Decision November 2025,,text file missing: data\RIKSBANK\Monetary Policy\2025-06-01 - Monetary Policy Decision November 2025.txt
RIKSBANK,2026-06-01,RIKSBANK_2026_06,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,hold,0.0,,0.75,strong hold keyword,\b(remains|remain)\s+at\b,"g is handled in different parts of the world, the high share valuations of AI companies and, for municipalities, the demographic challenges resulting from a lower birth rate and an ageing population. “Our latest forecast is that the policy rate will remain at its current level for some time to come, but nothing is certain in a changing world” Updated 15/01/2026",Monetary Policy Decision January 2026,,text file missing: data\RIKSBANK\Monetary Policy\2026-06-01 - Monetary Policy Decision January 2026.txt
SNB,2021-03-25,SNB_2021_03,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 25 March 2021,,text file missing: data\SNB\Monetary Policy\2021-03-25 - Monetary policy assessment of 25 March 2021.txt
SNB,2021-06-17,SNB_2021_06,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 17 June 2021,,text file missing: data\SNB\Monetary Policy\2021-06-17 - Monetary policy assessment of 17 June 2021.txt
SNB,2021-09-23,SNB_2021_09,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 23 September 2021,,text file missing: data\SNB\Monetary Policy\2021-09-23 - Monetary policy assessment of 23 September 2021.txt
SNB,2021-12-16,SNB_2021_12,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 16 December 2021,,text file missing: data\SNB\Monetary Policy\2021-12-16 - Monetary policy assessment of 16 December 2021.txt
SNB,2022-03-24,SNB_2022_03,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,"Thomas Jordan, Chairman of the Governing Board What are the consequences of the war in Ukraine for the SNB's monetary policy? ﻿",https://www.snb.ch/en/publications/communication/speeches/2022/ref_20220429_tjn,
SNB,2022-06-16,SNB_2022_06,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,"Thomas Jordan, Chairman of the Governing Board Monetary policy under new constraints: challenges for the Swiss National Bank ﻿",https://www.snb.ch/en/publications/communication/speeches/2022/ref_20220827_tjn,
SNB,2022-09-22,SNB_2022_09,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 22 September 2022,,text file missing: data\SNB\Monetary Policy\2022-09-22 - Monetary policy assessment of 22 September 2022.txt
SNB,2022-12-15,SNB_2022_12,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 15 December 2022,,text file missing: data\SNB\Monetary Policy\2022-12-15 - Monetary policy assessment of 15 December 2022.txt
SNB,2023-03-23,SNB_2023_03,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 23 March 2023,,text file missing: data\SNB\Monetary Policy\2023-03-23 - Monetary policy assessment of 23 March 2023.txt
SNB,2023-06-22,SNB_2023_06,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 22 June 2023,,text file missing: data\SNB\Monetary Policy\2023-06-22 - Monetary policy assessment of 22 June 2023.txt
SNB,2023-09-21,SNB_2023_09,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,"Thomas Moser, Alternate Member of the Governing Board Implementing monetary policy with positive interest rates and a large balance sheet: First experiences ﻿",https://www.snb.ch/en/publications/communication/speeches/2023/ref_20231109_tmo,
SNB,2023-12-14,SNB_2023_12,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 14 December 2023,,text file missing: data\SNB\Monetary Policy\2023-12-14 - Monetary policy assessment of 14 December 2023.txt
SNB,2024-03-21,SNB_2024_03,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,"Thomas Jordan, Chairman of the Governing Board The natural rate of interest (r*) as a reference point for monetary policy - a practitioner's view ﻿",https://www.snb.ch/en/publications/communication/speeches/2024/ref_20240530_tjn,
SNB,2024-06-20,SNB_2024_06,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 20 June 2024,,text file missing: data\SNB\Monetary Policy\2024-06-20 - Monetary policy assessment of 20 June 2024.txt
SNB,2024-09-26,SNB_2024_09,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 26 September 2024,,text file missing: data\SNB\Monetary Policy\2024-09-26 - Monetary policy assessment of 26 September 2024.txt
SNB,2024-12-12,SNB_2024_12,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 12 December 2024,,text file missing: data\SNB\Monetary Policy\2024-12-12 - Monetary policy assessment of 12 December 2024.txt
SNB,2025-03-20,SNB_2025_03,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 20 March 2025,,text file missing: data\SNB\Monetary Policy\2025-03-20 - Monetary policy assessment of 20 March 2025.txt
SNB,2025-06-19,SNB_2025_06,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 19 June 2025,,text file missing: data\SNB\Monetary Policy\2025-06-19 - Monetary policy assessment of 19 June 2025.txt
SNB,2025-12-11,SNB_2025_12,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,hold,0.0,,0.75,strong hold keyword,"\b(left unchanged|kept unchanged|decided to maintain|decided to keep|no change to the policy rate|maintain the target range|target range\s+at\s+[0-9].{0,40}?to\s+[0-9])\b","ntelligence. Inflation remained elevated in the US. However, since the downside risks to employment have increased, monetary policy there has nonetheless been eased further. In the euro area, inflation was close to target and key interest rates were left unchanged. In our baseline scenario, we anticipate that growth in the global economy will be moderate over the coming quarters. Among the factors supporting this are the further monetary policy easing over the course of 2025, as well as more expansionary fisc",Monetary policy assessment of 11 December 2025,,text file missing: data\SNB\Monetary Policy\2025-12-11 - Monetary policy assessment of 11 December 2025.txt
SNB,2026-03-19,SNB_2026_03,unknown,,,0.0,unknown,True,confidence below 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,high,,,,0.0,,,,Monetary policy assessment of 19 March 2026,,"text file missing: data\SNB\Speeches\2026-04-24 - Martin Schlegel - Martin Schlegel, Chairman of the Governing Board Comments on Swiss monetary policy ﻿.txt"
BOC,2024-06-05,BOC_2024_06_A,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,,,,0.0,,,,Bank of Canada Interest Rate Announcement,https://www.bankofcanada.ca/2024/06/bank-canada-interest-rate-announcement-june-5-2024/,
BOC,2024-09-04,BOC_2024_09,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,,,,0.0,,,,Bank of Canada Interest Rate Announcement,https://www.bankofcanada.ca/2024/09/bank-canada-interest-rate-announcement-september-4-2024/,
BOC,2024-12-11,BOC_2024_12,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,,,,0.0,,,,Bank of Canada Interest Rate Announcement,https://www.bankofcanada.ca/2024/12/bank-canada-interest-rate-announcement-december-11-2024/,
BOC,2025-03-12,BOC_2025_03,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,,,,0.0,,,,Bank of Canada Interest Rate Announcement,https://www.bankofcanada.ca/2025/03/bank-canada-interest-rate-announcement-march-12-2025/,
BOC,2025-06-04,BOC_2025_06,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,,,,0.0,,,,Bank of Canada Interest Rate Announcement,https://www.bankofcanada.ca/2025/06/bank-canada-interest-rate-announcement-june-4-2025/,
BOC,2025-09-17,BOC_2025_09,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,,,,0.0,,,,Bank of Canada Interest Rate Announcement,https://www.bankofcanada.ca/2025/09/bank-canada-interest-rate-announcement-september-17-2025/,
BOC,2025-12-10,BOC_2025_12_A,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,,,,0.0,,,,Bank of Canada Interest Rate Announcement,https://www.bankofcanada.ca/2025/12/bank-of-canada-interest-rate-announcement-2025-12-10/,
BOC,2026-03-18,BOC_2026_03_A,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,,,,0.0,,,,Bank of Canada Interest Rate Announcement,https://www.bankofcanada.ca/2026/03/bank-of-canada-interest-rate-announcement-2026-03-18/,
BOE,2022-06-01,BOE_2022_06_B,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,hold,0.0,0.5,0.9,strong hold keyword,\b(remains|remain)\s+at\b,"of the forecast period (Chart 1.2). Monetary Policy Report February 2022 Section 1: The economic outlook 5 Chart 1.1: GDP projection based on market interest rate expectations, other policy measures as announced (1) The assumption is that Bank Rate remains at 0.5% throughout the three years of the forecast period, before moving towards the market path over the subsequent three years. Chart 1.2: GDP growth projection based on market interest rate expectations, other policy measures as announced The fan ch",Monetary Policy Report - February 2022,https://www.bankofengland.co.uk/-/media/boe/files/monetary-policy-report/2022/february/monetary-policy-report-february-2022.pdf,
BOJ,2026-01-23,BOJ_2026_01,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,hold,0.0,,0.75,strong hold keyword,\b(remains|remain)\s+at\b,"ng held today, the Policy Board of the Bank of Japan decided, by an 8-1 majority vote, to set the following guideline for money market operations for the intermeeting period: [Note] The Bank will encourage the uncollateralized overnight call rate to remain at around 0.75 percent. [Note] Voting for the action: UEDA Kazuo, HIMINO Ryozo, UCHIDA Shinichi, NOGUCHI Asahi, NAKAGAWA Junko, TAMURA Naoki, KOEDA Junko, and MASU Kazuyuki. Voting against the action: TAKATA Hajime. Takata Hajime considered that the pr","""Economic Activity, Prices, and Monetary Policy in Japan"" (Speech at a Meeting Held by the Kanagawa Keizai Doyukai)",https://www.boj.or.jp/en/about/press/koen_2026/ko260213a.htm,
BOJ,2026-03-19,BOJ_2026_03,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,hold,0.0,,0.75,strong hold keyword,\b(remains|remain)\s+at\b,"held today, the Policy Board of the Bank of Japan decided, by an 8-1 majority vote, to set the following guideline for money market operations for the intermeeting period: [Note 1] The Bank will encourage the uncollateralized overnight call rate to remain at around 0.75 percent. 2. Japan's economy has recovered moderately, although some weakness has been seen in part. Overseas economies have grown moderately on the whole, although some weakness has been seen in part, reflecting trade and other policies",Statement on Monetary Policy [PDF 134KB],https://www.boj.or.jp/en/mopo/mpmdeci/mpr_2026/k260319a.pdf,
BOJ,2026-04-28,BOJ_2026_04,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,hold,0.0,,0.75,strong hold keyword,\b(remains|remain)\s+at\b,"ing held today, the Policy Board of the Bank of Japan decided, by a 6-3 majority vote, to set the following guideline for money market operations for the intermeeting period: [Note] The Bank will encourage the uncollateralized overnight call rate to remain at around 0.75 percent. [Note] Voting for the action: UEDA Kazuo, HIMINO Ryozo, UCHIDA Shinichi, KOEDA Junko, MASU Kazuyuki, and ASADA Toichiro. Voting against the action: NAKAGAWA Junko, TAKATA Hajime, and TAMURA Naoki. Nakagawa Junko considered that,","""Economic Activity, Prices, and Monetary Policy in Japan"" (Speech at a Meeting Held by the Kagoshima Keizai Doyukai)",https://www.boj.or.jp/en/about/press/koen_2026/ko260514a.htm,
ECB,2021-01-21,ECB_2021_01,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,hold,0.0,,0.75,strong hold keyword,\b(remains|remain)\s+at\b,"erest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.50% respectively. The Governing Council expects the key ECB interest rates to remain at their present or lower levels until it has seen the inflation outlook robustly converge to a level sufficiently close to, but below, 2% wi",Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2021/html/ecb.mp210121~eb9154682e.en.html,
ECB,2021-03-11,ECB_2021_03,hold,0.0,,0.5,explicit_unchanged_keyword,True,confidence below 0.7; policy_rate_after missing; keyword-only extraction,medium,hold,0.0,,0.75,strong hold keyword,"\b(left unchanged|kept unchanged|decided to maintain|decided to keep|no change to the policy rate|maintain the target range|target range\s+at\s+[0-9].{0,40}?to\s+[0-9])\b","extended period of time past the date when we start raising the key ECB interest rates, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. Third, the Governing Council decided to keep the key ECB interest rates unchanged. We expect them to remain at their present or lower levels until we have seen the inflation outlook robustly converge to a level sufficiently close to, but below, 2 per cent within our projection horizon, and suc",Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2021/html/ecb.mp210311~35ba71f535.en.html,
